Kongress der Kaiserlichen Akademie der Astronomen 
Jahrestagung 1973 in Lorsch
Legende:
x,y -> z
8259,11554 -> 5
11708,7040 -> 4
710,10307 -> 4
5581,20284 -> 2
7128,26854 -> 1
4113,761 -> 3
21164,14647 -> 8
31594,18692 -> 8
314,24408 -> 4
16382,29555 -> 3
28609,28270 -> 1
26557,11275 -> 6
1704,26731 -> 4
13679,21656 -> 1
21714,13995 -> 6
12570,11075 -> 5
386,5039 -> 3
22225,2964 -> 5
2141,10919 -> 5
4443,12306 -> 7
821,396 -> 2
31785,25032 -> 8
6299,18666 -> 5
8344,23067 -> 6
14185,30908 -> 4
4211,4271 -> 5
26315,17378 -> 3
29736,4686 -> 4
28521,29710 -> 6
27965,7951 -> 4
19904,15944 -> 2
7640,32049 -> 5
1746,9305 -> 5
19587,31588 -> 3
28589,4532 -> 8
1898,22640 -> 2
3455,8893 -> 7
27852,32648 -> 6
14127,31613 -> 6
=== Land Nr. 150 ===
26193,4003 -> 8
25267,20256 -> 6
17284,18855 -> 8
22426,19414 -> 8
17322,5214 -> 1
11655,5864 -> 2
22940,5730 -> 3
22664,29478 -> 5
21629,17790 -> 1
24214,8181 -> 6
11871,2114 -> 5
30879,2470 -> 8
7732,29106 -> 3
9959,5089 -> 5
15511,2143 -> 4
29602,11585 -> 7
9050,16711 -> 5
4122,1915 -> 5
32224,11344 -> 4
30651,20903 -> 3
5273,4920 -> 2
8662,14976 -> 3
2123,19796 -> 5
22022,24243 -> 1
16878,6517 -> 8
16497,11163 -> 8
8758,15553 -> 3
14944,14590 -> 8
18477,16498 -> 1
12513,15519 -> 4
26730,16813 -> 1
30321,4291 -> 3
=== Land Nr. 151 ===
14013,11763 -> 5
28130,25347 -> 2
25205,19419 -> 5
11255,4854 -> 8
10635,25366 -> 8
14952,8349 -> 4
8521,2024 -> 3
25172,22687 -> 1
4946,19872 -> 8
7495,16547 -> 8
17430,16566 -> 3
21338,12411 -> 2
13327,21644 -> 3
12832,5342 -> 2
32612,14871 -> 4
31574,7892 -> 4
30654,11217 -> 7
31630,12079 -> 3
627,28861 -> 5
14426,12192 -> 1
14681,31602 -> 1
8849,21319 -> 1
22230,27489 -> 1
1230,30424 -> 8
9746,9676 -> 2
20282,7330 -> 8
5710,2354 -> 4
6457,23323 -> 2
15567,14618 -> 7
1688,5316 -> 8
4836,31103 -> 4
331,1666 -> 6
9701,22604 -> 8
14817,13751 -> 8
19785,18600 -> 1
28718,6597 -> 1
24345,9993 -> 4
29412,5316 -> 4
21873,11841 -> 8
24590,32142 -> 1
30675,1281 -> 3
18862,12656 -> 2
29037,2184 -> 5
18662,28189 -> 4
22948,9336 -> 5
3962,9402 -> 2
9864,12553 -> 8
=== Land Nr. 152 ===
31373,7453 -> 3
22778,18447 -> 1
23262,11410 -> 6
165,5775 -> 2
26112,1476 -> 4
2593,13269 -> 8
24883,20379 -> 8
13272,18509 -> 7
25072,20272 -> 8
5757,7565 -> 4
18757,5413 -> 3
29762,24140 -> 6
13966,22784 -> 1
3590,10304 -> 3
25403,3429 -> 3
8241,27415 -> 7
31893,20018 -> 7
28931,14086 -> 1
29128,9718 -> 8
=== Land Nr. 153 ===
6263,25253 -> 5
7065,23100 -> 4
28170,8976 -> 5
28818,1684 -> 8
25354,8838 -> 4
29582,23661 -> 6
4151,8441 -> 2
994,29206 -> 4
29660,1873 -> 5
32155,13700 -> 4
22955,24910 -> 1
32140,26540 -> 6
14332,15180 -> 8
28704,2961 -> 4
1608,14426 -> 5
8993,91 -> 8
16110,10845 -> 1
12804,8204 -> 4
29354,22838 -> 8
8531,17589 -> 7
7750,18224 -> 7
10563,5171 -> 7
25448,28689 -> 5
22696,30428 -> 2
27531,3497 -> 1
12472,14248 -> 2
10379,10172 -> 6
28514,3256 -> 5
26698,28300 -> 2
16679,15690 -> 6
22862,26232 -> 6
21677,22135 -> 2
15480,4202 -> 7
6542,29266 -> 8
9240,19971 -> 2
8458,3397 -> 1
23308,4558 -> 6
29355,21426 -> 7
28342,19167 -> 4
32763,17996 -> 6
27869,14504 -> 1
2512,7594 -> 4
17117,16101 -> 8
3823,1518 -> 3
23992,15096 -> 4
3814,12715 -> 8
17118,4874 -> 3
23919,28481 -> 8
26565,3263 -> 4
16832,28271 -> 2
8875,15472 -> 8
31370,19403 -> 8
14619,24354 -> 1
19105,22104 -> 7
24841,176 -> 6
15229,26495 -> 4
4000,15584 -> 5
6671,8201 -> 7
15639,1381 -> 7
10150,31990 -> 5
26406,28662 -> 6
23513,3394 -> 4
9214,30459 -> 2
13738,11761 -> 5
5571,7311 -> 8
18789,9217 -> 5
4857,21177 -> 3
=== Land Nr. 154 ===
17893,17423 -> 7
29297,15665 -> 6
26431,9685 -> 4
10632,8205 -> 2
1553,13770 -> 7
25061,27685 -> 3
31199,24964 -> 4
26608,9494 -> 2
10810,11191 -> 4
26035,9766 -> 5
15801,15072 -> 6
22006,25207 -> 2
9953,510 -> 5
2466,29261 -> 2
11914,1254 -> 5
3547,25178 -> 1
22638,535 -> 1
19277,6972 -> 5
27104,2584 -> 7
26522,9921 -> 6
17371,20678 -> 3
22522,25993 -> 2
30954,24347 -> 7
16480,17172 -> 7
23710,19544 -> 4
15550,28525 -> 1
3458,23443 -> 8
6732,27880 -> 3
31702,22302 -> 2
25809,9645 -> 8
32376,21822 -> 4
4199,4108 -> 2
29881,18986 -> 1
558,31175 -> 5
3872,31055 -> 5
23269,12761 -> 3
29245,3144 -> 1
15471,17760 -> 2
19998,24589 -> 2
24477,12218 -> 6
2565,2367 -> 8
16870,1773 -> 1
5999,13995 -> 6
2758,9464 -> 3
12430,1353 -> 8
5887,25504 -> 3
1467,7016 -> 5
27636,971 -> 3
31385,2255 -> 3
16340,6805 -> 3
24281,2026 -> 8
21330,11678 -> 6
22491,24681 -> 5
8209,21821 -> 1
18339,26071 -> 2
=== Land Nr. 155 ===
27423,5793 -> 5
13026,27924 -> 2
11530,266 -> 4
19195,10677 -> 3
2414,16533 -> 2
8778,16565 -> 1
19994,7771 -> 8
29,4099 -> 4
13849,6354 -> 4
5921,17102 -> 1
1853,12457 -> 1
23591,22680 -> 3
8454,1436 -> 8
13462,22910 -> 2
18929,15346 -> 6
31461,7226 -> 8
1181,11943 -> 4
15593,21182 -> 6
2121,31590 -> 2
27361,6274 -> 1
12424,19687 -> 6
16270,2522 -> 1
26193,15696 -> 6
18603,3566 -> 3
14509,3484 -> 5
29859,1325 -> 6
9641,4166 -> 4
13668,3143 -> 1
1128,21661 -> 6
29075,2080 -> 3
10076,11667 -> 8
29840,18741 -> 1
14861,27108 -> 2
8971,21860 -> 7
8193,19684 -> 8
15644,23839 -> 4
17053,24154 -> 6
14365,7534 -> 2
23061,19761 -> 6
2478,584 -> 5
25031,13284 -> 4
27314,21811 -> 5
8854,24302 -> 3
29740,12839 -> 5
=== Land Nr. 156 ===
7713,5293 -> 8
20789,28964 -> 3
15331,7026 -> 7
26766,15622 -> 6
30119,9653 -> 6
9596,16492 -> 7
29395,13735 -> 6
15079,14301 -> 6
6771,16538 -> 2
11514,25705 -> 8
12819,12275 -> 5
27825,23664 -> 6
13246,8357 -> 8
11810,8295 -> 1
12228,17253 -> 6
11609,14246 -> 2
24342,20247 -> 5
7965,32163 -> 5
4436,25635 -> 1
25098,16940 -> 3
28129,23221 -> 6
31152,32639 -> 2
8604,3859 -> 3
16573,16202 -> 3
6929,9873 -> 8
24679,25601 -> 5
30010,19656 -> 4
19073,32260 -> 7
13609,23578 -> 8
262,11409 -> 6
6449,5551 -> 3
12550,22645 -> 3
30831,19558 -> 4
24625,27379 -> 4
10174,889 -> 5
29552,3431 -> 2
5490,19646 -> 1
31320,3713 -> 3
24444,31690 -> 7
15961,20533 -> 5
8127,23146 -> 7
26088,11694 -> 4
6331,16419 -> 7
23335,10981 -> 6
24798,4542 -> 3
25264,1975 -> 6
13596,3853 -> 2
14991,3712 -> 4
19347,17508 -> 4
657,15018 -> 3
25968,17030 -> 2
26217,11701 -> 8
2898,15083 -> 8
22377,27036 -> 5
25042,6064 -> 7
26294,32174 -> 8
27651,28048 -> 7
21057,20262 -> 1
28675,2999 -> 8
26095,31024 -> 3
5622,16460 -> 8
16308,30752 -> 4
21509,31234 -> 2
8335,505 -> 6
23081,3613 -> 3
3490,8865 -> 5
1786,26526 -> 8
27618,31829 -> 6
2744,3992 -> 8
17941,32054 -> 2
20541,10215 -> 3
24591,258 -> 7
7076,26799 -> 6
27506,16993 -> 7
7361,18039 -> 4
29027,16710 -> 3
1991,27070 -> 7
8676,27732 -> 3
12458,25171 -> 1
1248,31053 -> 6
13847,20444 -> 2
20998,31982 -> 4
3881,26195 -> 5
19461,3271 -> 8
23322,4192 -> 8
12495,5621 -> 6
13468,19154 -> 3
29663,10690 -> 4
4777,31664 -> 4
22721,23957 -> 7
32485,19606 -> 4
29519,3524 -> 8
11752,17233 -> 5
24660,27416 -> 7
24586,17665 -> 6
1181,18732 -> 5
29061,12075 -> 6
6560,14311 -> 5
14094,3961 -> 8
5693,7369 -> 2
16432,3612 -> 1
26442,20673 -> 4
27406,10260 -> 4
16096,19899 -> 2
27994,11712 -> 7
21168,17210 -> 7
9374,28551 -> 5
190,2954 -> 6
13360,25983 -> 3
20311,885 -> 1
16741,16465 -> 1
26658,17540 -> 8
3802,215 -> 8
22420,17957 -> 2
24054,16674 -> 8
20790,1115 -> 4
27120,5354 -> 8
20089,2753 -> 6
4593,8337 -> 6
24847,14590 -> 6
28733,3401 -> 6
21249,20998 -> 7
14939,9726 -> 6
32251,31159 -> 7
27319,31746 -> 7
28799,15538 -> 6
28217,17348 -> 1
21257,11397 -> 1
28861,30952 -> 5
22596,3710 -> 5
31090,5794 -> 5
10969,9659 -> 4
25746,7202 -> 4
4239,20827 -> 8
31206,32363 -> 1
11686,7641 -> 1
30745,24567 -> 1
17593,5361 -> 5
31434,15340 -> 8
20112,6570 -> 6
13778,30167 -> 8
8864,1620 -> 8
10822,16414 -> 4
29742,8350 -> 2
18964,23212 -> 5
29011,23560 -> 3
1360,6284 -> 5
10323,23912 -> 4
2188,13922 -> 5
19711,21048 -> 5
5578,9478 -> 2
23327,1243 -> 6
27125,21171 -> 6
13337,13105 -> 1
7898,646 -> 8
1353,7937 -> 7
32281,13624 -> 5
20940,10276 -> 2
21386,22369 -> 1
13739,3709 -> 8
3591,10412 -> 7
12709,19996 -> 5
29600,27826 -> 7
22030,29218 -> 6
27285,16770 -> 2
18556,19261 -> 7
27326,16643 -> 2
13111,15571 -> 1
8985,10666 -> 5
32421,24638 -> 8
19900,61 -> 6
5169,8093 -> 4
8291,16287 -> 5
10071,12840 -> 8
21060,3282 -> 8
27867,8722 -> 5
24573,21684 -> 2
4444,18512 -> 8
7343,1576 -> 3
30645,1255 -> 6
19366,5791 -> 2
7417,31378 -> 3
31,30791 -> 6
17127,19153 -> 5
26891,28742 -> 4
800,19406 -> 5
3293,8390 -> 1
31890,923 -> 8
24007,28105 -> 8
14803,27816 -> 3
2292,29938 -> 8
2651,13708 -> 4
925,28623 -> 5
8667,25211 -> 5
12045,21824 -> 7
14387,247 -> 7
2291,14868 -> 3
27050,3741 -> 2
20365,6645 -> 6
2667,23074 -> 4
22930,10546 -> 2
20876,4569 -> 2
12269,25875 -> 7
32504,30044 -> 6
19356,7087 -> 3
15636,18473 -> 8
17496,25989 -> 7
18947,16729 -> 8
19661,23111 -> 7
15814,22707 -> 1
8074,30606 -> 2
22964,3024 -> 4
3062,2939 -> 5
768,5639 -> 7
13543,20079 -> 2
11583,11351 -> 2
23221,32345 -> 7
23342,10902 -> 3
18650,4951 -> 1
19246,20861 -> 2
17273,22669 -> 7
12845,19828 -> 1
11120,9615 -> 4
25328,19497 -> 4
4021,29608 -> 6
14591,31569 -> 5
6452,26597 -> 3
26018,30001 -> 8
14947,30127 -> 6
8880,28597 -> 6
24140,18264 -> 7
8732,2366 -> 1
2748,28903 -> 1
8839,23163 -> 1
6100,26372 -> 4
12351,5854 -> 6
21301,5855 -> 2
6000,3471 -> 2
12154,7504 -> 8
14204,23274 -> 4
4284,19133 -> 3
4265,7915 -> 5
27994,11863 -> 2
23720,10010 -> 5
26164,7884 -> 6
6059,15055 -> 2
15387,28563 -> 6
25342,12006 -> 5
12333,2374 -> 8
27483,8767 -> 2
31561,16591 -> 8
19573,22174 -> 6
11495,23646 -> 3
6257,4546 -> 4
31733,1614 -> 7
1347,24780 -> 1
29833,19856 -> 3
6952,3160 -> 5
907,4151 -> 5
26289,5577 -> 7
15773,6189 -> 4
30246,18107 -> 6
28914,6980 -> 4
7457,16798 -> 8
10703,1825 -> 2
27309,11994 -> 7
24554,22186 -> 3
15708,9244 -> 4
5863,29190 -> 1
15874,19346 -> 4
26273,6987 -> 2
5408,12094 -> 7
12291,31086 -> 6
14366,28847 -> 6
18838,16409 -> 3
744,12222 -> 2
15128,3691 -> 6
18323,802 -> 4
16818,14285 -> 2
24830,15349 -> 6
24234,4451 -> 6
30400,18819 -> 3
12451,25545 -> 6
20414,1271 -> 3
23498,5138 -> 3
7735,1224 -> 4
24444,18505 -> 8
27436,26094 -> 2
30800,2783 -> 3
110,19783 -> 4
9098,3536 -> 3
14265,19895 -> 7
5466,31076 -> 4
15013,28649 -> 1
1400,31697 -> 5
21073,24250 -> 2
11780,26167 -> 4
14102,18352 -> 2
18086,22685 -> 6
12200,24846 -> 7
14952,8701 -> 8
3171,20331 -> 7
24773,23180 -> 7
30405,25293 -> 3
13016,11697 -> 1
30267,26551 -> 2
23479,5743 -> 5
17102,8883 -> 1
12122,19504 -> 5
21327,3384 -> 5
5541,5940 -> 6
22549,8445 -> 6
24420,2825 -> 2
21620,31512 -> 6
22880,2778 -> 3
6243,29312 -> 1
21976,20098 -> 8
18712,30144 -> 8
24316,12439 -> 7
17027,12807 -> 7
25922,11501 -> 7
13545,14805 -> 3
4778,29768 -> 7
18706,11250 -> 5
2128,9517 -> 7
6852,19318 -> 6
15830,25368 -> 3
19589,8204 -> 6
4753,31874 -> 7
10459,8627 -> 3
28289,25971 -> 3
1147,13739 -> 7
9585,20380 -> 1
12842,27216 -> 2
14560,27181 -> 6
9283,32270 -> 8
9588,8927 -> 4
8475,25018 -> 2
12084,28398 -> 8
1712,8434 -> 4
11186,32243 -> 2
20343,31561 -> 5
11243,4577 -> 2
11548,3957 -> 4
12179,24207 -> 3
28559,21944 -> 3
18935,6300 -> 7
23994,22832 -> 1
25803,3718 -> 2
29355,14305 -> 1
10094,6225 -> 4
27936,32655 -> 1
2455,10514 -> 7
6322,4540 -> 2
20067,11061 -> 7
32532,25458 -> 3
8504,23391 -> 4
5403,15770 -> 6
24579,24368 -> 4
19093,10505 -> 4
22192,11354 -> 5
29971,32157 -> 1
24050,18886 -> 4
11564,11756 -> 4
955,22459 -> 2
13039,29050 -> 7
11751,27973 -> 7
6516,28025 -> 4
6160,2128 -> 7
8915,114 -> 6
13190,23344 -> 4
11495,28530 -> 3
23768,32140 -> 5
9379,29582 -> 4
7293,16362 -> 6
30955,7382 -> 1
20591,26703 -> 2
18218,15385 -> 1
15073,17318 -> 2
19228,5887 -> 2
5721,2806 -> 8
18568,8803 -> 7
2506,27790 -> 7
219,27900 -> 6
14215,26789 -> 2
8160,22707 -> 1
14380,28209 -> 5
12822,19248 -> 8
11978,4052 -> 4
31810,11916 -> 1
22008,4658 -> 1
16217,300 -> 5
32151,19479 -> 3
25814,24612 -> 6
32627,9774 -> 8
3861,31176 -> 7
17661,19250 -> 3
26186,15906 -> 4
8917,6893 -> 2
1583,391 -> 1
7907,348 -> 8
31101,10646 -> 6
15396,16588 -> 1
1995,30508 -> 5
13189,22738 -> 8
3948,8253 -> 1
9042,19817 -> 3
2137,17048 -> 4
18224,30879 -> 7
28252,21749 -> 2
18582,5776 -> 4
32737,11750 -> 4
15420,11946 -> 2
19528,4222 -> 2
31495,11878 -> 8
18315,31945 -> 1
17738,18688 -> 1
21132,22130 -> 7
5502,19667 -> 8
11889,24100 -> 4
17343,27234 -> 7
30418,2694 -> 7
11692,12852 -> 2
20904,5098 -> 8
3712,9745 -> 4
21821,4610 -> 8
8569,28481 -> 6
908,27960 -> 6
7406,28376 -> 5
30676,11646 -> 3
7840,15932 -> 7
20043,28336 -> 7
21028,9563 -> 2
14128,1758 -> 1
135,22874 -> 7
23988,17688 -> 2
25711,20894 -> 1
8297,12175 -> 5
8291,31350 -> 7
23616,24114 -> 5
7438,21464 -> 1
3133,2819 -> 4
29580,28659 -> 5
3936,17373 -> 8
27691,6265 -> 2
21377,24938 -> 2
5150,29425 -> 7
16137,5484 -> 7
3352,7033 -> 3
19661,5809 -> 6
4048,10932 -> 7
13437,15173 -> 8
14029,18146 -> 4
32610,16831 -> 7
6424,2384 -> 8
23644,12478 -> 5
5281,30880 -> 6
14175,8174 -> 8
30334,28057 -> 8
22506,51 -> 4
840,15239 -> 7
26404,8392 -> 2
19520,13898 -> 6
2465,19819 -> 4
19981,32676 -> 3
517,1538 -> 8
7207,12915 -> 7
26873,2605 -> 2
26704,24008 -> 8
15410,21437 -> 8
6056,6951 -> 3
10614,12573 -> 4
24385,12882 -> 1
23525,3323 -> 8
8254,614 -> 6
=== Land Nr. 157 ===
243,8923 -> 5
32733,6972 -> 5
1998,30815 -> 6
4614,25416 -> 4
6445,349 -> 2
27945,9577 -> 1
16059,26920 -> 4
13467,16235 -> 4
30866,9612 -> 3
8878,13612 -> 4
25739,18543 -> 3
28211,30110 -> 1
28235,2846 -> 5
7988,30235 -> 1
4180,23200 -> 6
5370,15821 -> 5
19847,20146 -> 6
13250,24085 -> 2
2002,32054 -> 1
31406,30255 -> 7
1033,6705 -> 2
13013,3985 -> 3
5139,22714 -> 3
3707,11694 -> 7
22515,7011 -> 6
31710,10024 -> 6
7008,17150 -> 2
12568,6038 -> 8
22740,24784 -> 2
7937,16485 -> 6
11373,19861 -> 6
5922,21634 -> 5
20464,14553 -> 3
5388,15819 -> 6
26308,15509 -> 7
21944,15490 -> 7
15311,28438 -> 1
18358,8231 -> 2
27758,24975 -> 2
30038,5776 -> 6
8968,1009 -> 5
26136,31000 -> 6
18660,5838 -> 1
9974,26932 -> 7
19022,14978 -> 7
16752,17627 -> 6
31028,22224 -> 2
30564,20598 -> 5
6586,6317 -> 6
11796,14171 -> 6
375,11266 -> 2
7394,1284 -> 3
15706,13690 -> 1
9395,18552 -> 4
15218,29887 -> 2
15100,163 -> 1
19707,29107 -> 5
8147,2966 -> 2
19082,14217 -> 2
14508,27611 -> 4
1842,30404 -> 6
29063,7785 -> 1
24812,905 -> 5
1201,16605 -> 4
27568,6094 -> 3
3439,15102 -> 3
16893,6468 -> 5
25643,20407 -> 1
16582,28940 -> 4
757,14605 -> 7
11775,22431 -> 8
10106,4027 -> 5
20534,24939 -> 7
9157,2685 -> 3
8965,10517 -> 2
24921,27180 -> 8
26429,14947 -> 3
4749,32568 -> 5
7960,27958 -> 3
31797,27179 -> 8
26077,16923 -> 3
13814,23601 -> 2
20394,6754 -> 4
18899,32224 -> 8
26990,25533 -> 7
19425,4530 -> 3
23098,5063 -> 5
26913,13547 -> 3
24166,10773 -> 7
6374,7401 -> 5
10824,28568 -> 2
7771,10252 -> 1
1384,24688 -> 1
28681,24757 -> 1
28795,10639 -> 7
31074,30225 -> 1
14219,30131 -> 3
3774,429 -> 4
16144,32164 -> 8
26200,512 -> 8
30188,32186 -> 4
2335,4465 -> 7
28549,26382 -> 5
1151,24197 -> 1
4214,27890 -> 8
17004,5429 -> 2
15750,32634 -> 6
24403,4766 -> 6
28655,27193 -> 2
11715,13194 -> 5
17175,14986 -> 3
16736,18282 -> 2
26085,9092 -> 6
20294,21237 -> 6
21280,5486 -> 7
16899,14736 -> 6
15481,4059 -> 7
28699,19826 -> 6
21654,18070 -> 3
26244,13195 -> 4
17507,10269 -> 7
5775,1409 -> 4
28622,8443 -> 7
28466,11618 -> 8
30238,28739 -> 6
22605,28493 -> 1
14272,4002 -> 7
26161,32351 -> 2
27053,30389 -> 6
2777,11391 -> 6
689,13487 -> 2
22421,23789 -> 8
10550,19572 -> 5
23831,28565 -> 8
18541,16044 -> 3
12569,28565 -> 3
10716,2693 -> 2
26654,31103 -> 8
27844,30998 -> 4
14080,7734 -> 4
1756,4256 -> 7
17214,3451 -> 2
12874,25641 -> 6
14922,8068 -> 8
23275,26905 -> 7
26446,30514 -> 6
20810,24556 -> 4
31770,32451 -> 1
21454,32270 -> 1
27962,32530 -> 5
28426,13950 -> 1
27239,5572 -> 6
23609,3025 -> 3
29645,26861 -> 5
28997,4514 -> 7
8673,14110 -> 5
30700,31896 -> 2
14523,22739 -> 8
27109,10120 -> 2
24870,1201 -> 7
11788,6498 -> 2
12529,14891 -> 1
5888,10974 -> 5
22821,11864 -> 4
7614,15404 -> 1
11296,1304 -> 8
13077,18966 -> 3
1745,5357 -> 8
6410,28500 -> 1
20359,32266 -> 7
4487,18937 -> 8
522,3458 -> 6
25070,9804 -> 5
29696,19362 -> 6
17242,1900 -> 2
28104,16604 -> 3
26047,31619 -> 4
13133,32459 -> 3
16428,27777 -> 2
30088,25395 -> 5
4808,8080 -> 4
12451,26901 -> 5
20341,9408 -> 8
1019,16424 -> 4
9244,26016 -> 1
26743,23892 -> 2
11778,7351 -> 6
7917,22278 -> 1
32702,6433 -> 7
5000,13945 -> 6
11183,6335 -> 3
5234,829 -> 6
757,2223 -> 4
26925,16559 -> 6
15715,28432 -> 4
25943,27931 -> 6
22760,29246 -> 2
19679,24761 -> 5
16209,12551 -> 6
6343,16076 -> 5
14208,15497 -> 4
13065,5514 -> 6
25452,20406 -> 7
25916,22932 -> 2
7806,10681 -> 7
18702,12325 -> 3
2091,1964 -> 6
23209,1866 -> 4
29915,28505 -> 3
11419,23991 -> 5
29566,8198 -> 1
31204,25624 -> 1
8287,24441 -> 2
15918,24562 -> 4
11791,18614 -> 6
25945,31856 -> 6
29572,3873 -> 8
23270,4012 -> 1
31421,9233 -> 3
5868,23377 -> 4
3468,9720 -> 4
2445,1463 -> 1
9813,18335 -> 2
18222,1211 -> 7
2272,17204 -> 6
26339,1538 -> 4
11154,16414 -> 8
29123,6256 -> 4
5035,9156 -> 2
23852,2288 -> 6
26455,25815 -> 5
8979,6380 -> 2
20151,30140 -> 4
29435,32504 -> 5
22827,1572 -> 1
31535,4773 -> 1
3719,1280 -> 5
15680,10877 -> 3
11253,17217 -> 5
4613,8071 -> 2
23220,11572 -> 5
16527,11247 -> 5
760,4947 -> 8
10439,682 -> 7
18316,15586 -> 2
19891,7202 -> 4
18192,19894 -> 3
21656,22613 -> 4
1512,13804 -> 8
9586,20717 -> 4
28718,15754 -> 7
3704,5687 -> 5
17741,5940 -> 1
28578,10246 -> 3
1809,3199 -> 6
21617,22500 -> 1
17478,7050 -> 7
20844,29725 -> 3
23366,4320 -> 8
18434,13197 -> 7
11008,6613 -> 8
11998,26678 -> 3
10593,19165 -> 7
30155,4867 -> 7
3110,29317 -> 2
25527,7499 -> 2
11644,7453 -> 5
12922,19694 -> 3
10238,13880 -> 7
32621,3618 -> 5
24048,3203 -> 5
14581,31305 -> 7
19909,29098 -> 2
20611,9578 -> 2
19026,4927 -> 7
30152,17441 -> 5
30534,19170 -> 3
19209,14876 -> 5
23217,21272 -> 8
11216,9614 -> 6
31425,23450 -> 1
5747,5648 -> 2
27405,13048 -> 2
24104,24048 -> 5
28410,29934 -> 6
20126,25310 -> 3
32538,13240 -> 8
11091,3950 -> 5
7583,14408 -> 7
17439,6391 -> 4
=== Land Nr. 158 ===
2613,2093 -> 5
1451,17836 -> 6
8158,12682 -> 3
18382,19715 -> 5
1958,15474 -> 5
29961,24779 -> 3
326,24189 -> 4
19859,30588 -> 7
24343,30839 -> 4
19893,8358 -> 8
1246,20345 -> 5
29295,4747 -> 1
20820,10698 -> 6
2192,19529 -> 1
26755,19797 -> 3
12749,10786 -> 4
26949,8356 -> 7
10367,12725 -> 4
17031,12433 -> 7
22025,14937 -> 6
11560,27702 -> 5
22810,31186 -> 3
21894,21953 -> 3
28737,30733 -> 3
3090,564 -> 3
12949,3253 -> 4
30346,23357 -> 3
25435,24502 -> 2
17319,32162 -> 7
20205,530 -> 4
24930,5126 -> 6
20054,9865 -> 6
14872,222 -> 6
7254,23043 -> 3
5950,23546 -> 5
25044,27086 -> 3
2142,1774 -> 7
6372,31227 -> 8
9103,14651 -> 3
27880,14467 -> 3
12468,12299 -> 5
25465,10756 -> 7
25373,30427 -> 7
11548,21296 -> 8
15706,21869 -> 1
19950,3648 -> 1
10601,9421 -> 6
11718,15884 -> 4
17287,28760 -> 8
23684,22686 -> 4
24644,10504 -> 5
17035,337 -> 7
1710,8294 -> 1
24205,11995 -> 4
32176,19964 -> 6
26931,13275 -> 8
14325,23830 -> 2
3157,188 -> 2
27638,31289 -> 8
7855,11271 -> 7
3570,7829 -> 4
22102,19081 -> 4
16391,32092 -> 4
29543,29386 -> 2
12456,2508 -> 4
20892,32716 -> 4
23064,7741 -> 5
27336,21776 -> 5
13761,27561 -> 3
28021,6730 -> 4
19576,22103 -> 8
29198,12119 -> 6
10508,4017 -> 1
24157,2370 -> 1
9396,26231 -> 5
31309,20362 -> 1
23864,15814 -> 6
27176,31973 -> 7
29421,12456 -> 5
453,2338 -> 1
210,27444 -> 1
368,18964 -> 5
11127,861 -> 5
6247,22395 -> 8
13180,27394 -> 5
21057,25184 -> 1
16054,16864 -> 2
11170,10867 -> 8
5998,10614 -> 8
16386,7230 -> 7
821,5626 -> 5
9587,14665 -> 2
6962,16105 -> 6
27814,18314 -> 5
19976,5859 -> 1
=== Land Nr. 159 ===
10923,30643 -> 6
30619,26061 -> 7
16148,19006 -> 2
21859,4460 -> 3
1154,2368 -> 3
7687,8187 -> 4
4819,16754 -> 8
14713,23914 -> 2
348,20208 -> 1
4821,5953 -> 7
31993,25239 -> 6
20378,27748 -> 7
22746,27409 -> 4
28712,1323 -> 4
21077,6383 -> 2
2951,32128 -> 7
24356,22364 -> 4
3292,11792 -> 3
23258,6992 -> 7
8984,8875 -> 7
4981,26959 -> 2
968,15200 -> 8
24142,30233 -> 2
18449,775 -> 7
21990,24781 -> 4
5942,300 -> 5
30260,17779 -> 3
5184,1689 -> 2
20607,23795 -> 4
11423,31478 -> 6
20726,7116 -> 1
986,22322 -> 5
24442,21308 -> 4
23723,3001 -> 6
21078,20625 -> 5
6679,25246 -> 7
1242,25815 -> 6
21352,19771 -> 8
15638,13098 -> 4
3084,18955 -> 8
13100,11847 -> 3
31944,31378 -> 8
20966,24123 -> 6
3527,27323 -> 6
31643,27964 -> 2
14688,16885 -> 4
3981,10008 -> 4
7600,27628 -> 3
27449,6321 -> 3
5983,2500 -> 5
91,25992 -> 1
27167,32263 -> 3
9100,18247 -> 4
19404,29913 -> 3
16589,4030 -> 7
11576,14088 -> 5
31319,32735 -> 2
26627,12815 -> 8
11137,26260 -> 5
6927,14381 -> 8
11434,20605 -> 3
1905,25363 -> 4
22109,11785 -> 6
15864,2274 -> 8
28972,18268 -> 3
29070,9834 -> 1
19707,11773 -> 5
23853,21227 -> 1
30119,10829 -> 5
27676,4291 -> 8
13399,30506 -> 7
18854,27602 -> 4
5076,2132 -> 5
14750,8574 -> 4
17338,10342 -> 1
11573,22419 -> 8
18792,388 -> 2
26,32379 -> 5
16105,12311 -> 3
14304,12421 -> 3
16222,24858 -> 8
5137,807 -> 8
23945,17909 -> 4
18306,8331 -> 1
27781,26072 -> 6
25534,28356 -> 5
19413,6407 -> 7
26020,22395 -> 4
8013,21668 -> 4
32399,15864 -> 2
12419,28119 -> 6
14233,10958 -> 5
31438,12640 -> 1
29920,31641 -> 7
25587,10488 -> 5
15576,19081 -> 3
13081,14859 -> 4
3070,5303 -> 2
17561,442 -> 2
